split,relative_stem,class_id,class_name,box_width,box_height,box_area
train,frame_00017469,0,soldier,0.036458,0.092351,0.003366932758
train,frame_00017469,0,soldier,0.039062,0.100746,0.003935340252
train,frame_00017469,0,soldier,0.041146,0.102612,0.004222073352
train,frame_00017488,0,soldier,0.184375,0.272388,0.0502215375
train,frame_00017488,0,soldier,0.19375,0.385261,0.07464431875000001
train,frame_00017488,0,soldier,0.101562,0.354478,0.036001494636000005
train,frame_00017653,2,fire,0.157031,0.201389,0.031624316059000006
train,frame_00017994,0,soldier,0.060156,0.130556,0.007853726736
train,frame_00018120,0,soldier,0.339062,0.534722,0.181303910764
train,frame_00018129,0,soldier,0.122656,0.276389,0.033900769184
train,frame_00018211,1,vehicle,0.098437,0.211111,0.020781133506999998
train,frame_00018211,1,vehicle,0.150781,0.244444,0.036857510764
train,frame_00018300,2,fire,0.034375,0.076389,0.002625871875
train,frame_00018366,2,fire,0.05,0.102778,0.0051389
train,frame_00018366,1,vehicle,0.029687,0.031944,0.0009483215280000001
train,frame_00018366,1,vehicle,0.039062,0.056944,0.002224346528
train,frame_00018366,1,vehicle,0.040625,0.051389,0.002087678125
train,frame_00018366,1,vehicle,0.042188,0.034722,0.0014648517360000002
train,frame_00018603,1,vehicle,0.053125,0.101389,0.005386290625
train,frame_00018616,2,fire,0.057813,0.091667,0.005299544271
train,frame_00018920,0,soldier,0.275781,0.486111,0.134060177691
train,frame_00019069,2,fire,0.117188,0.10967,0.01285200796
train,frame_00019069,1,vehicle,0.151562,0.108491,0.016443112942
train,frame_00019155,2,fire,0.04375,0.051389,0.00224826875
train,frame_00019269,1,vehicle,0.047656,0.084722,0.004037511632
train,frame_00019303,2,fire,0.065625,0.130252,0.008547787500000001
train,frame_00019368,2,fire,0.059375,0.086111,0.005112840624999999
train,frame_00019368,1,vehicle,0.053125,0.075,0.003984375
train,frame_00019368,1,vehicle,0.054688,0.058333,0.0031901151040000003
train,frame_00019818,1,vehicle,0.058594,0.058333,0.0034179638020000003
train,frame_00019818,1,vehicle,0.049219,0.059722,0.002939457118
train,frame_00019818,1,vehicle,0.048438,0.066667,0.0032292161460000003
train,frame_00019818,1,vehicle,0.044531,0.061111,0.002721333941
train,frame_00019917,0,soldier,0.250781,0.292899,0.073453504119
train,frame_00019917,2,fire,0.159375,0.168639,0.026876840625
train,frame_00020225,0,soldier,0.415179,0.419512,0.174172572648
train,frame_00020347,0,soldier,0.421875,0.419512,0.176981625
train,frame_00020347,0,soldier,0.580357,0.179268,0.104039438676
train,frame_00020553,0,soldier,0.017969,0.049716,0.000893346804
train,frame_00020553,0,soldier,0.0125,0.048295,0.0006036875000000001
train,frame_00020553,0,soldier,0.011719,0.044034,0.000516034446
train,frame_00020553,0,soldier,0.007812,0.046875,0.00036618750000000003
train,frame_00020553,0,soldier,0.013281,0.046875,0.0006225468749999999
train,frame_00020553,0,soldier,0.014063,0.042614,0.000599280682
train,frame_00020553,0,soldier,0.0125,0.051136,0.0006392
train,frame_00020553,0,soldier,0.014063,0.056818,0.0007990315340000001
train,frame_00020553,0,soldier,0.019531,0.051136,0.000998737216
train,frame_00020553,2,fire,0.0375,0.046875,0.0017578124999999998
train,frame_00020553,2,fire,0.026562,0.044034,0.0011696311079999998
train,frame_00020564,1,vehicle,0.085156,0.09375,0.007983375
train,frame_00020630,1,vehicle,0.324128,0.113281,0.036717543968000005
train,frame_00021002,1,vehicle,0.032031,0.036111,0.0011566714409999997
train,frame_00021002,1,vehicle,0.028906,0.040278,0.001164275868
train,frame_00021002,1,vehicle,0.028906,0.036111,0.001043824566
train,frame_00021186,0,soldier,0.017188,0.055556,0.000954896528
train,frame_00021186,0,soldier,0.022656,0.052778,0.0011957383679999998
train,frame_00021186,1,vehicle,0.078125,0.095833,0.007486953125
train,frame_00021236,1,vehicle,0.134375,0.169444,0.022769037500000002
train,frame_00021416,0,soldier,0.734722,0.307812,0.22615624826399996
train,frame_00021416,0,soldier,0.538889,0.274219,0.14777360269099998
train,frame_00021504,2,fire,0.125,0.225,0.028125
train,frame_00021504,2,fire,0.130469,0.248611,0.032436028559
train,frame_00021504,2,fire,0.060937,0.0875,0.0053319875
train,frame_00021504,2,fire,0.082812,0.1125,0.00931635
train,frame_00021561,0,soldier,0.133594,0.358333,0.047871138802
train,frame_00021561,0,soldier,0.102344,0.252778,0.025870311632
train,frame_00021586,0,soldier,0.057813,0.148611,0.008591647743000001
train,frame_00021586,0,soldier,0.0625,0.1875,0.01171875
train,frame_00021586,0,soldier,0.108594,0.125,0.01357425
train,frame_00021587,0,soldier,0.053125,0.105556,0.0056076625
train,frame_00021587,0,soldier,0.069531,0.116667,0.008111973177
train,frame_00021587,0,soldier,0.06875,0.086111,0.00592013125
train,frame_00021677,0,soldier,0.125521,0.207407,0.026033934047
train,frame_00021677,0,soldier,0.125521,0.25,0.03138025
train,frame_00021679,0,soldier,0.121354,0.217593,0.026405780922
train,frame_00021679,0,soldier,0.122396,0.246296,0.030145645216
train,frame_00021682,0,soldier,0.058333,0.10463,0.00610338179
train,frame_00021682,0,soldier,0.052604,0.093519,0.004919473476
train,frame_00021944,0,soldier,0.069531,0.079167,0.005504560677
train,frame_00021944,0,soldier,0.103125,0.091667,0.009453159374999999
train,frame_00021944,0,soldier,0.086719,0.155556,0.013489660764000001
train,frame_00021944,0,soldier,0.05625,0.130556,0.007343775
train,frame_00021974,2,fire,0.11875,0.090734,0.010774662499999999
train,frame_00022016,2,fire,0.086694,0.036392,0.003154968048
train,frame_00022016,2,fire,0.193548,0.03481,0.00673740588
train,frame_00022016,2,fire,0.050403,0.036392,0.001834265976
train,frame_00022016,2,fire,0.068548,0.045886,0.0031453935280000003
train,frame_00022592,2,fire,0.123438,0.158333,0.019544308854000002
train,frame_00022612,0,soldier,0.15684,0.12234,0.0191878056
train,frame_00022735,0,soldier,0.080469,0.292614,0.023546355966
train,frame_00023018,2,fire,0.09434,0.145833,0.013757885219999998
train,frame_00023021,1,vehicle,0.060142,0.066667,0.004009486714
train,frame_00023021,2,fire,0.074292,0.085417,0.0063457997640000005
train,frame_00023071,0,soldier,0.184375,0.620833,0.114466084375
train,frame_00023146,2,fire,0.191038,0.237603,0.04539120191400001
train,frame_00023735,0,soldier,0.04717,0.107143,0.0050539353099999995
train,frame_00024121,2,fire,0.126562,0.386111,0.048866980382
train,frame_00024575,2,fire,0.05163,0.039844,0.00205714572
train,frame_00024962,2,fire,0.239063,0.654167,0.156387125521
train,frame_00025276,1,vehicle,0.141406,0.198611,0.028084787066
train,frame_00025389,0,soldier,0.122396,0.282649,0.034595107004
train,frame_00025553,2,fire,0.041406,0.062796,0.002600131176
train,frame_00025553,2,fire,0.060937,0.074645,0.004548642365
train,frame_00025553,2,fire,0.053906,0.069905,0.00376829893
train,frame_00025553,2,fire,0.057031,0.07346,0.004189497259999999
train,frame_00025782,1,vehicle,0.038281,0.1,0.0038281000000000005
train,frame_00025997,1,vehicle,0.128125,0.137784,0.017653574999999998
train,frame_00025997,0,soldier,0.028125,0.106534,0.0029962687500000003
train,frame_00026415,2,fire,0.023585,0.045833,0.0010809713049999999
train,frame_00026538,2,fire,0.053066,0.1125,0.005969925
train,frame_00026631,2,fire,0.185938,0.223611,0.041577782118
train,frame_00026648,2,fire,0.033594,0.075,0.0025195499999999997
train,frame_00026648,2,fire,0.042969,0.113889,0.004893696441
train,frame_00026755,1,vehicle,0.04375,0.048828,0.002136225
train,frame_00026755,1,vehicle,0.051562,0.079102,0.004078657324
train,frame_00026913,0,soldier,0.139583,0.43097,0.060156085510000006
train,frame_00026913,0,soldier,0.347917,0.275187,0.095742235479
train,frame_00026975,0,soldier,0.121094,0.259669,0.031444357885999995
train,frame_00026975,0,soldier,0.141406,0.212707,0.030078046042
train,frame_00027060,2,fire,0.038915,0.060417,0.0023511275549999997
train,frame_00027303,0,soldier,0.1875,0.354978,0.066558375
train,frame_00027303,0,soldier,0.040094,0.032468,0.001301771992
train,frame_00027303,0,soldier,0.274764,0.222944,0.061256985216
train,frame_00027455,2,fire,0.189583,0.084906,0.016096734198
train,frame_00027724,1,vehicle,0.378906,0.47017,0.17815023402
train,frame_00027724,2,fire,0.199219,0.346591,0.069047512429
train,frame_00027733,0,soldier,0.207813,0.440278,0.091495492014
train,frame_00027937,0,soldier,0.255729,0.75603,0.19333879587
train,frame_00028443,0,soldier,0.072656,0.143056,0.010393876735999999
train,frame_00028548,0,soldier,0.190625,0.465278,0.08869361875
train,frame_00028681,0,soldier,0.033594,0.113889,0.003825987066
train,frame_00028723,2,fire,0.087209,0.052344,0.004564867896
train,frame_00029189,1,vehicle,0.135937,0.116667,0.015859361979
train,frame_00029189,1,vehicle,0.115625,0.176389,0.020394978125
train,frame_00029189,1,vehicle,0.135156,0.2,0.027031200000000002
train,frame_00029462,1,vehicle,0.294792,0.639925,0.18864477059999998
train,frame_00029621,2,fire,0.447656,0.345833,0.154814217448
train,frame_00029655,2,fire,0.424219,0.554167,0.235088170573
train,frame_00030283,0,soldier,0.382812,0.848611,0.324858474132
train,frame_00030283,0,soldier,0.09375,0.325,0.030468750000000003
train,frame_00030536,0,soldier,0.030469,0.1,0.0030469
train,frame_00030585,1,vehicle,0.165625,0.150552,0.024935174999999997
train,frame_00030901,0,soldier,0.044792,0.1,0.0044792
train,frame_00030901,0,soldier,0.053646,0.101852,0.0054639523919999995
train,frame_00030901,0,soldier,0.04375,0.111111,0.0048611062499999995
train,frame_00031114,0,soldier,0.279167,0.272656,0.076116557552
train,frame_00031114,0,soldier,0.609722,0.364063,0.22197722048600002
train,frame_00031283,2,fire,0.161557,0.329741,0.053271966737
train,frame_00031348,2,fire,0.379167,0.355469,0.134782114323
train,frame_00031357,2,fire,0.064844,0.093056,0.0060341232639999996
train,frame_00031477,0,soldier,0.078125,0.319963,0.024997109375
train,frame_00031477,0,soldier,0.107813,0.272388,0.029366967444000004
train,frame_00031717,1,vehicle,0.08125,0.118056,0.00959205
train,frame_00031717,1,vehicle,0.114844,0.136111,0.015631531684000003
train,frame_00031717,1,vehicle,0.065625,0.125,0.008203125
train,frame_00031894,2,fire,0.230469,0.087952,0.020270209488000002
train,frame_00032060,0,soldier,0.041406,0.061111,0.0025303620659999997
train,frame_00032060,0,soldier,0.023438,0.066667,0.001562541146
train,frame_00032060,0,soldier,0.030469,0.076389,0.002327496441
train,frame_00032083,1,vehicle,0.044531,0.052778,0.002350257118
train,frame_00032100,1,vehicle,0.157031,0.175,0.027480425
train,frame_00032443,1,vehicle,0.036719,0.040365,0.001482162435
train,frame_00032443,1,vehicle,0.029687,0.040365,0.001198315755
train,frame_00032443,1,vehicle,0.032031,0.039062,0.001251194922
train,frame_00032443,1,vehicle,0.045312,0.053385,0.00241898112
train,frame_00032469,0,soldier,0.017188,0.047222,0.0008116517359999999
train,frame_00032469,1,vehicle,0.035937,0.059722,0.0021462295139999996
train,frame_00032469,1,vehicle,0.040625,0.070833,0.002877590625
train,frame_00032540,2,fire,0.09375,0.140278,0.013151062500000001
train,frame_00032899,0,soldier,0.227344,0.954167,0.21692414244799998
train,frame_00033156,0,soldier,0.084375,0.140625,0.011865234375
train,frame_00033291,0,soldier,0.206771,0.255597,0.052850047287000004
train,frame_00033502,1,vehicle,0.130896,0.15,0.0196344
train,frame_00033612,1,vehicle,0.119531,0.244444,0.029218635764
train,frame_00033643,1,vehicle,0.1,0.106944,0.0106944
train,frame_00034533,0,soldier,0.021354,0.047222,0.0010083785880000001
train,frame_00034533,0,soldier,0.017188,0.030556,0.000525196528
train,frame_00034681,2,fire,0.078646,0.161111,0.012670735705999999
train,frame_00034688,0,soldier,0.063021,0.078704,0.004960004783999999
train,frame_00034688,0,soldier,0.036458,0.058333,0.0021267045139999998
train,frame_00034736,0,soldier,0.040104,0.085185,0.00341625924
train,frame_00034736,0,soldier,0.042188,0.078704,0.003320364352
train,frame_00034736,0,soldier,0.039062,0.065741,0.002567974942
train,frame_00034736,0,soldier,0.029687,0.067593,0.002006633391
train,frame_00034736,0,soldier,0.030208,0.056481,0.001706178048
train,frame_00034929,0,soldier,0.307031,0.208564,0.064035613484
train,frame_00034933,2,fire,0.563281,0.740331,0.417014386011
train,frame_00035557,0,soldier,0.030208,0.028704,0.000867090432
train,frame_00035557,0,soldier,0.031771,0.043519,0.0013826421490000002
train,frame_00035557,0,soldier,0.032292,0.040741,0.001315608372
train,frame_00035557,0,soldier,0.032292,0.027778,0.0008970071760000001
train,frame_00035670,0,soldier,0.280208,0.59537,0.16682743696
train,frame_00035861,2,fire,0.352083,0.691667,0.243524192361
train,frame_00036298,1,vehicle,0.238281,0.258333,0.06155584557299999
train,frame_00036348,2,fire,0.088021,0.197761,0.017407120980999998
train,frame_00036348,2,fire,0.064062,0.124067,0.007947980153999999
train,frame_00036385,1,vehicle,0.492188,0.386111,0.190039200868
train,frame_00036385,0,soldier,0.121875,0.238889,0.029114596875
train,frame_00036586,2,fire,0.318396,0.643979,0.20504033768399998
train,frame_00036678,0,soldier,0.145313,0.663889,0.096471702257
train,frame_00036777,1,vehicle,0.161719,0.338889,0.054804790191
train,frame_00037089,2,fire,0.646552,0.494104,0.319463929408
train,frame_00037651,1,vehicle,0.05625,0.075,0.00421875
train,frame_00037651,1,vehicle,0.075781,0.080556,0.006104614236
train,frame_00037651,1,vehicle,0.069531,0.098611,0.0068565214409999995
train,frame_00037714,1,vehicle,0.077083,0.117537,0.009060104571
train,frame_00037742,2,fire,0.297396,0.25,0.074349
train,frame_00037748,1,vehicle,0.04375,0.077778,0.0034027874999999997
train,frame_00037748,0,soldier,0.010417,0.023148,0.00024113271599999995
train,frame_00037748,0,soldier,0.007812,0.025,0.00019530000000000003
train,frame_00037748,0,soldier,0.008854,0.027778,0.000245946412
train,frame_00037748,0,soldier,0.010937,0.030556,0.000334190972
train,frame_00037748,0,soldier,0.010417,0.024074,0.000250778858
train,frame_00037748,0,soldier,0.013542,0.022222,0.000300930324
train,frame_00037748,0,soldier,0.011979,0.023148,0.00027728989199999997
train,frame_00037748,0,soldier,0.010937,0.023148,0.000253169676
train,frame_00037748,1,vehicle,0.064062,0.071296,0.004567364351999999
train,frame_00037748,0,soldier,0.0125,0.036111,0.0004513875
train,frame_00037824,0,soldier,0.349057,0.294118,0.102663946726
train,frame_00038178,1,vehicle,0.024764,0.036797,0.0009112409080000002
train,frame_00038178,1,vehicle,0.027123,0.04329,0.00117415467
train,frame_00038384,1,vehicle,0.096875,0.173611,0.016818565625
train,frame_00038392,2,fire,0.010937,0.019444,0.000212659028
train,frame_00038392,2,fire,0.011719,0.019444,0.000227864236
train,frame_00038447,2,fire,0.125,0.552083,0.069010375
train,frame_00038664,0,soldier,0.076563,0.142593,0.010917347859
train,frame_00038664,2,fire,0.069792,0.086111,0.006009858912
train,frame_00038905,0,soldier,0.105469,0.106944,0.011279276735999998
train,frame_00038953,2,fire,0.046094,0.069444,0.0032009517360000006
train,frame_00038983,0,soldier,0.016406,0.030556,0.000501301736
train,frame_00038983,0,soldier,0.017188,0.031944,0.0005490534719999999
train,frame_00038983,0,soldier,0.017969,0.031944,0.000574001736
train,frame_00038983,0,soldier,0.015625,0.027778,0.00043403125
train,frame_00038983,0,soldier,0.017188,0.031944,0.0005490534719999999
train,frame_00039030,2,fire,0.104688,0.206944,0.021664553472
train,frame_00039217,0,soldier,0.693878,0.433333,0.300680235374
train,frame_00039334,2,fire,0.221094,0.301389,0.066635299566
train,frame_00039479,0,soldier,0.254688,0.616667,0.157057684896
train,frame_00039488,0,soldier,0.135156,0.636111,0.085974218316
train,frame_00039488,0,soldier,0.211719,0.5125,0.10850598749999998
train,frame_00039586,2,fire,0.08125,0.106944,0.0086892
train,frame_00039697,1,vehicle,0.617188,0.206522,0.127462900136
train,frame_00039823,0,soldier,0.176136,0.168269,0.029638228583999997
train,frame_00040208,2,fire,0.178906,0.284722,0.050938474132
train,frame_00040208,1,vehicle,0.064844,0.094444,0.006124126736
train,frame_00040208,2,fire,0.145313,0.369444,0.053685015972
train,frame_00040718,0,soldier,0.0625,0.154167,0.0096354375
train,frame_00041135,0,soldier,0.532031,0.8,0.4256248
train,frame_00041135,0,soldier,0.219531,0.955556,0.20977416423599998
train,frame_00041309,2,fire,0.06875,0.108108,0.007432425
train,frame_00041427,0,soldier,0.803125,0.748134,0.6008451187499999
train,frame_00041622,1,vehicle,0.325781,0.476389,0.155198484809
train,frame_00041656,2,fire,0.105469,0.130556,0.013769610764
train,frame_00041762,2,fire,0.057813,0.052778,0.003051254514
train,frame_00041838,0,soldier,0.311719,0.613372,0.19119970646800002
train,frame_00041838,1,vehicle,0.115625,0.389535,0.045039984375
train,frame_00041907,1,vehicle,0.053906,0.133333,0.007187448698000001
train,frame_00041907,1,vehicle,0.045312,0.163889,0.007426138368
train,frame_00041907,1,vehicle,0.035156,0.122222,0.004296836632
train,frame_00041917,2,fire,0.042969,0.102778,0.004416267882
train,frame_00041917,1,vehicle,0.05625,0.140278,0.0078906375
train,frame_00042025,1,vehicle,0.289062,0.354167,0.102376221354
train,frame_00042349,1,vehicle,0.171875,0.141667,0.024349015624999998
train,frame_00042611,0,soldier,0.077344,0.216667,0.016757892447999998
train,frame_00042611,2,fire,0.310156,0.5,0.155078
train,frame_00042611,0,soldier,0.088281,0.141667,0.012506504427
train,frame_00043047,0,soldier,0.135937,0.665741,0.09049883431700001
train,frame_00043047,0,soldier,0.125,0.427778,0.05347225
train,frame_00043047,0,soldier,0.157292,0.471296,0.07413109043199999
train,frame_00043368,0,soldier,0.507812,0.380597,0.19327172376400004
train,frame_00043377,0,soldier,0.201563,0.482276,0.097208997388
train,frame_00043648,2,fire,0.455357,0.392689,0.17881368497300001
train,frame_00043774,0,soldier,0.467969,0.802083,0.375349979427
train,frame_00043867,1,vehicle,0.29375,0.406077,0.11928511875000002
train,frame_00043948,0,soldier,0.142708,0.36847,0.05258361676
train,frame_00044038,2,fire,0.202344,0.325,0.0657618
train,frame_00044171,2,fire,0.04717,0.099156,0.004677188519999999
train,frame_00044182,0,soldier,0.050708,0.094937,0.004814065396
train,frame_00044182,0,soldier,0.080189,0.07173,0.0057519569699999995
train,frame_00044182,0,soldier,0.095519,0.059072,0.005642498368
train,frame_00044182,0,soldier,0.058962,0.101266,0.005970845892
train,frame_00044313,0,soldier,0.379688,0.623148,0.23660181782400003
train,frame_00044617,0,soldier,0.090625,0.296296,0.026851825
train,frame_00044762,0,soldier,0.270833,0.665741,0.180304632253
train,frame_00044966,1,vehicle,0.309375,0.335938,0.10393081875000001
train,frame_00044976,1,vehicle,0.107813,0.1625,0.0175196125
