split,relative_stem,image_path,width,height,aspect_ratio,objects
train,frame_00013807,images/train/frame_00013807.jpg,1280,720,1.7777777777777777,1
train,frame_00014295,images/train/frame_00014295.jpg,1920,1072,1.791044776119403,2
train,frame_00014349,images/train/frame_00014349.jpg,1920,1072,1.791044776119403,2
train,frame_00014435,images/train/frame_00014435.jpg,1920,1072,1.791044776119403,2
train,frame_00014445,images/train/frame_00014445.jpg,1920,1072,1.791044776119403,1
train,frame_00014473,images/train/frame_00014473.jpg,1920,1072,1.791044776119403,2
train,frame_00014536,images/train/frame_00014536.jpg,1920,1072,1.791044776119403,2
train,frame_00014766,images/train/frame_00014766.jpg,1280,720,1.7777777777777777,2
train,frame_00014803,images/train/frame_00014803.jpg,1280,720,1.7777777777777777,1
train,frame_00014832,images/train/frame_00014832.jpg,1280,720,1.7777777777777777,1
train,frame_00015125,images/train/frame_00015125.jpg,1280,720,1.7777777777777777,2
train,frame_00015518,images/train/frame_00015518.jpg,1280,720,1.7777777777777777,1
train,frame_00015540,images/train/frame_00015540.jpg,1280,720,1.7777777777777777,1
train,frame_00015792,images/train/frame_00015792.jpg,720,1280,0.5625,2
train,frame_00015824,images/train/frame_00015824.jpg,1280,712,1.797752808988764,1
train,frame_00015933,images/train/frame_00015933.jpg,1280,720,1.7777777777777777,1
train,frame_00016222,images/train/frame_00016222.jpg,1920,1080,1.7777777777777777,2
train,frame_00016433,images/train/frame_00016433.jpg,1280,720,1.7777777777777777,1
train,frame_00016483,images/train/frame_00016483.jpg,1280,720,1.7777777777777777,1
train,frame_00016528,images/train/frame_00016528.jpg,1280,720,1.7777777777777777,1
train,frame_00016584,images/train/frame_00016584.jpg,1280,720,1.7777777777777777,2
train,frame_00016776,images/train/frame_00016776.jpg,1920,1072,1.791044776119403,1
train,frame_00017007,images/train/frame_00017007.jpg,1280,720,1.7777777777777777,1
train,frame_00017205,images/train/frame_00017205.jpg,1280,704,1.8181818181818181,1
train,frame_00017220,images/train/frame_00017220.jpg,1280,704,1.8181818181818181,1
train,frame_00017415,images/train/frame_00017415.jpg,1920,1072,1.791044776119403,2
train,frame_00017468,images/train/frame_00017468.jpg,1920,1072,1.791044776119403,5
train,frame_00017469,images/train/frame_00017469.jpg,1920,1072,1.791044776119403,7
train,frame_00017488,images/train/frame_00017488.jpg,1920,1072,1.791044776119403,3
train,frame_00017653,images/train/frame_00017653.jpg,1280,720,1.7777777777777777,1
train,frame_00017994,images/train/frame_00017994.jpg,1280,720,1.7777777777777777,1
train,frame_00018120,images/train/frame_00018120.jpg,1280,720,1.7777777777777777,1
train,frame_00018129,images/train/frame_00018129.jpg,1280,720,1.7777777777777777,1
train,frame_00018211,images/train/frame_00018211.jpg,1280,720,1.7777777777777777,2
train,frame_00018300,images/train/frame_00018300.jpg,1280,720,1.7777777777777777,1
train,frame_00018366,images/train/frame_00018366.jpg,1280,720,1.7777777777777777,5
train,frame_00018603,images/train/frame_00018603.jpg,1280,720,1.7777777777777777,1
train,frame_00018616,images/train/frame_00018616.jpg,1280,720,1.7777777777777777,1
train,frame_00018920,images/train/frame_00018920.jpg,1280,720,1.7777777777777777,1
train,frame_00019069,images/train/frame_00019069.jpg,1280,848,1.509433962264151,2
train,frame_00019155,images/train/frame_00019155.jpg,1280,720,1.7777777777777777,1
train,frame_00019269,images/train/frame_00019269.jpg,1280,720,1.7777777777777777,1
train,frame_00019303,images/train/frame_00019303.jpg,1280,714,1.792717086834734,1
train,frame_00019368,images/train/frame_00019368.jpg,1280,720,1.7777777777777777,3
train,frame_00019818,images/train/frame_00019818.jpg,1280,720,1.7777777777777777,4
train,frame_00019917,images/train/frame_00019917.jpg,1280,676,1.893491124260355,2
train,frame_00020225,images/train/frame_00020225.jpg,448,820,0.5463414634146342,1
train,frame_00020347,images/train/frame_00020347.jpg,448,820,0.5463414634146342,2
train,frame_00020553,images/train/frame_00020553.jpg,1280,704,1.8181818181818181,11
train,frame_00020564,images/train/frame_00020564.jpg,1280,704,1.8181818181818181,1
train,frame_00020630,images/train/frame_00020630.jpg,688,1280,0.5375,1
train,frame_00021002,images/train/frame_00021002.jpg,1280,720,1.7777777777777777,3
train,frame_00021186,images/train/frame_00021186.jpg,1280,720,1.7777777777777777,3
train,frame_00021236,images/train/frame_00021236.jpg,1280,720,1.7777777777777777,1
train,frame_00021416,images/train/frame_00021416.jpg,720,1280,0.5625,2
train,frame_00021504,images/train/frame_00021504.jpg,1280,720,1.7777777777777777,4
train,frame_00021561,images/train/frame_00021561.jpg,1280,720,1.7777777777777777,2
train,frame_00021586,images/train/frame_00021586.jpg,1280,720,1.7777777777777777,3
train,frame_00021587,images/train/frame_00021587.jpg,1280,720,1.7777777777777777,3
train,frame_00021677,images/train/frame_00021677.jpg,1920,1080,1.7777777777777777,2
train,frame_00021679,images/train/frame_00021679.jpg,1920,1080,1.7777777777777777,2
train,frame_00021682,images/train/frame_00021682.jpg,1920,1080,1.7777777777777777,2
train,frame_00021944,images/train/frame_00021944.jpg,1280,720,1.7777777777777777,4
train,frame_00021974,images/train/frame_00021974.jpg,640,518,1.2355212355212355,1
train,frame_00022016,images/train/frame_00022016.jpg,496,632,0.7848101265822784,4
train,frame_00022592,images/train/frame_00022592.jpg,1280,720,1.7777777777777777,1
train,frame_00022612,images/train/frame_00022612.jpg,848,564,1.50354609929078,1
train,frame_00022735,images/train/frame_00022735.jpg,1280,704,1.8181818181818181,1
train,frame_00023018,images/train/frame_00023018.jpg,848,480,1.7666666666666666,1
train,frame_00023021,images/train/frame_00023021.jpg,848,480,1.7666666666666666,2
train,frame_00023071,images/train/frame_00023071.jpg,1280,720,1.7777777777777777,1
train,frame_00023146,images/train/frame_00023146.jpg,848,484,1.7520661157024793,1
train,frame_00023735,images/train/frame_00023735.jpg,848,476,1.781512605042017,1
train,frame_00024121,images/train/frame_00024121.jpg,1280,720,1.7777777777777777,1
train,frame_00024575,images/train/frame_00024575.jpg,736,1280,0.575,1
train,frame_00024962,images/train/frame_00024962.jpg,1280,720,1.7777777777777777,1
train,frame_00025276,images/train/frame_00025276.jpg,1280,720,1.7777777777777777,1
train,frame_00025389,images/train/frame_00025389.jpg,1920,1072,1.791044776119403,1
train,frame_00025553,images/train/frame_00025553.jpg,1280,844,1.5165876777251184,4
train,frame_00025782,images/train/frame_00025782.jpg,1280,720,1.7777777777777777,1
train,frame_00025997,images/train/frame_00025997.jpg,1280,704,1.8181818181818181,2
train,frame_00026415,images/train/frame_00026415.jpg,848,480,1.7666666666666666,1
train,frame_00026538,images/train/frame_00026538.jpg,848,480,1.7666666666666666,1
train,frame_00026631,images/train/frame_00026631.jpg,1280,720,1.7777777777777777,1
train,frame_00026648,images/train/frame_00026648.jpg,1280,720,1.7777777777777777,2
train,frame_00026755,images/train/frame_00026755.jpg,1280,1024,1.25,2
train,frame_00026913,images/train/frame_00026913.jpg,1920,1072,1.791044776119403,2
train,frame_00026975,images/train/frame_00026975.jpg,1280,724,1.7679558011049723,2
train,frame_00027060,images/train/frame_00027060.jpg,848,480,1.7666666666666666,1
train,frame_00027303,images/train/frame_00027303.jpg,848,462,1.8354978354978355,3
train,frame_00027455,images/train/frame_00027455.jpg,480,848,0.5660377358490566,1
train,frame_00027724,images/train/frame_00027724.jpg,1280,704,1.8181818181818181,2
train,frame_00027733,images/train/frame_00027733.jpg,1280,720,1.7777777777777777,1
train,frame_00027937,images/train/frame_00027937.jpg,1920,1078,1.7810760667903525,1
train,frame_00028443,images/train/frame_00028443.jpg,1280,720,1.7777777777777777,1
train,frame_00028548,images/train/frame_00028548.jpg,1280,720,1.7777777777777777,1
train,frame_00028681,images/train/frame_00028681.jpg,1280,720,1.7777777777777777,1
train,frame_00028723,images/train/frame_00028723.jpg,688,1280,0.5375,1
train,frame_00029189,images/train/frame_00029189.jpg,1280,720,1.7777777777777777,3
train,frame_00029462,images/train/frame_00029462.jpg,1920,1072,1.791044776119403,1
train,frame_00029621,images/train/frame_00029621.jpg,1280,720,1.7777777777777777,1
train,frame_00029655,images/train/frame_00029655.jpg,1280,720,1.7777777777777777,1
train,frame_00030283,images/train/frame_00030283.jpg,1280,720,1.7777777777777777,2
train,frame_00030536,images/train/frame_00030536.jpg,1280,720,1.7777777777777777,1
train,frame_00030585,images/train/frame_00030585.jpg,1280,724,1.7679558011049723,1
train,frame_00030901,images/train/frame_00030901.jpg,1920,1080,1.7777777777777777,3
train,frame_00031114,images/train/frame_00031114.jpg,720,1280,0.5625,2
train,frame_00031283,images/train/frame_00031283.jpg,848,464,1.8275862068965518,1
train,frame_00031348,images/train/frame_00031348.jpg,720,1280,0.5625,1
train,frame_00031357,images/train/frame_00031357.jpg,1280,720,1.7777777777777777,1
train,frame_00031477,images/train/frame_00031477.jpg,1920,1072,1.791044776119403,2
train,frame_00031717,images/train/frame_00031717.jpg,1280,720,1.7777777777777777,3
train,frame_00031894,images/train/frame_00031894.jpg,512,830,0.6168674698795181,1
train,frame_00032060,images/train/frame_00032060.jpg,1280,720,1.7777777777777777,3
train,frame_00032083,images/train/frame_00032083.jpg,1280,720,1.7777777777777777,1
train,frame_00032100,images/train/frame_00032100.jpg,1280,720,1.7777777777777777,1
train,frame_00032443,images/train/frame_00032443.jpg,1280,768,1.6666666666666667,4
train,frame_00032469,images/train/frame_00032469.jpg,1280,720,1.7777777777777777,3
train,frame_00032540,images/train/frame_00032540.jpg,1280,720,1.7777777777777777,1
train,frame_00032899,images/train/frame_00032899.jpg,1280,720,1.7777777777777777,1
train,frame_00033156,images/train/frame_00033156.jpg,1280,960,1.3333333333333333,1
train,frame_00033291,images/train/frame_00033291.jpg,1920,1072,1.791044776119403,1
train,frame_00033502,images/train/frame_00033502.jpg,848,480,1.7666666666666666,1
train,frame_00033612,images/train/frame_00033612.jpg,1280,720,1.7777777777777777,1
train,frame_00033643,images/train/frame_00033643.jpg,1280,720,1.7777777777777777,1
train,frame_00034533,images/train/frame_00034533.jpg,1920,1080,1.7777777777777777,2
train,frame_00034681,images/train/frame_00034681.jpg,1920,1080,1.7777777777777777,1
train,frame_00034688,images/train/frame_00034688.jpg,1920,1080,1.7777777777777777,2
train,frame_00034736,images/train/frame_00034736.jpg,1920,1080,1.7777777777777777,5
train,frame_00034929,images/train/frame_00034929.jpg,1280,724,1.7679558011049723,1
train,frame_00034933,images/train/frame_00034933.jpg,1280,724,1.7679558011049723,1
train,frame_00035557,images/train/frame_00035557.jpg,1920,1080,1.7777777777777777,4
train,frame_00035670,images/train/frame_00035670.jpg,1920,1080,1.7777777777777777,1
train,frame_00035861,images/train/frame_00035861.jpg,1920,1080,1.7777777777777777,1
train,frame_00036298,images/train/frame_00036298.jpg,1280,720,1.7777777777777777,1
train,frame_00036348,images/train/frame_00036348.jpg,1920,1072,1.791044776119403,2
train,frame_00036385,images/train/frame_00036385.jpg,1280,720,1.7777777777777777,2
train,frame_00036586,images/train/frame_00036586.jpg,848,382,2.2198952879581153,1
train,frame_00036678,images/train/frame_00036678.jpg,1280,720,1.7777777777777777,1
train,frame_00036777,images/train/frame_00036777.jpg,1280,720,1.7777777777777777,1
train,frame_00037089,images/train/frame_00037089.jpg,464,848,0.5471698113207547,1
train,frame_00037651,images/train/frame_00037651.jpg,1280,720,1.7777777777777777,3
train,frame_00037714,images/train/frame_00037714.jpg,1920,1072,1.791044776119403,1
train,frame_00037742,images/train/frame_00037742.jpg,1920,1080,1.7777777777777777,1
train,frame_00037748,images/train/frame_00037748.jpg,1920,1080,1.7777777777777777,11
train,frame_00037824,images/train/frame_00037824.jpg,848,476,1.781512605042017,1
train,frame_00038178,images/train/frame_00038178.jpg,848,462,1.8354978354978355,2
train,frame_00038384,images/train/frame_00038384.jpg,1280,720,1.7777777777777777,1
train,frame_00038392,images/train/frame_00038392.jpg,1280,720,1.7777777777777777,2
train,frame_00038447,images/train/frame_00038447.jpg,848,672,1.2619047619047619,1
train,frame_00038664,images/train/frame_00038664.jpg,1920,1080,1.7777777777777777,2
train,frame_00038905,images/train/frame_00038905.jpg,1280,720,1.7777777777777777,1
train,frame_00038953,images/train/frame_00038953.jpg,1280,720,1.7777777777777777,1
train,frame_00038983,images/train/frame_00038983.jpg,1280,720,1.7777777777777777,5
train,frame_00039030,images/train/frame_00039030.jpg,1280,720,1.7777777777777777,1
train,frame_00039217,images/train/frame_00039217.jpg,784,840,0.9333333333333333,1
train,frame_00039334,images/train/frame_00039334.jpg,1280,720,1.7777777777777777,1
train,frame_00039479,images/train/frame_00039479.jpg,1280,720,1.7777777777777777,1
train,frame_00039488,images/train/frame_00039488.jpg,1280,720,1.7777777777777777,2
train,frame_00039586,images/train/frame_00039586.jpg,1280,720,1.7777777777777777,1
train,frame_00039697,images/train/frame_00039697.jpg,640,368,1.7391304347826086,1
train,frame_00039823,images/train/frame_00039823.jpg,352,624,0.5641025641025641,1
train,frame_00040208,images/train/frame_00040208.jpg,1280,720,1.7777777777777777,3
train,frame_00040718,images/train/frame_00040718.jpg,848,480,1.7666666666666666,1
train,frame_00041135,images/train/frame_00041135.jpg,1280,720,1.7777777777777777,2
train,frame_00041309,images/train/frame_00041309.jpg,640,518,1.2355212355212355,1
train,frame_00041427,images/train/frame_00041427.jpg,1920,1072,1.791044776119403,1
train,frame_00041622,images/train/frame_00041622.jpg,1280,720,1.7777777777777777,1
train,frame_00041656,images/train/frame_00041656.jpg,1280,720,1.7777777777777777,1
train,frame_00041762,images/train/frame_00041762.jpg,1280,720,1.7777777777777777,1
train,frame_00041838,images/train/frame_00041838.jpg,1280,688,1.8604651162790697,2
train,frame_00041907,images/train/frame_00041907.jpg,1280,720,1.7777777777777777,3
train,frame_00041917,images/train/frame_00041917.jpg,1280,720,1.7777777777777777,2
train,frame_00042025,images/train/frame_00042025.jpg,1280,720,1.7777777777777777,1
train,frame_00042349,images/train/frame_00042349.jpg,1280,720,1.7777777777777777,1
train,frame_00042611,images/train/frame_00042611.jpg,1280,720,1.7777777777777777,3
train,frame_00043047,images/train/frame_00043047.jpg,1920,1080,1.7777777777777777,3
train,frame_00043368,images/train/frame_00043368.jpg,1920,1072,1.791044776119403,1
train,frame_00043377,images/train/frame_00043377.jpg,1920,1072,1.791044776119403,1
train,frame_00043648,images/train/frame_00043648.jpg,672,848,0.7924528301886793,1
train,frame_00043774,images/train/frame_00043774.jpg,1280,960,1.3333333333333333,1
train,frame_00043867,images/train/frame_00043867.jpg,1280,724,1.7679558011049723,1
train,frame_00043948,images/train/frame_00043948.jpg,1920,1072,1.791044776119403,1
train,frame_00044038,images/train/frame_00044038.jpg,1280,720,1.7777777777777777,1
train,frame_00044171,images/train/frame_00044171.jpg,848,474,1.7890295358649788,1
train,frame_00044182,images/train/frame_00044182.jpg,848,474,1.7890295358649788,4
train,frame_00044313,images/train/frame_00044313.jpg,1920,1080,1.7777777777777777,1
train,frame_00044617,images/train/frame_00044617.jpg,1920,1080,1.7777777777777777,1
train,frame_00044762,images/train/frame_00044762.jpg,1920,1080,1.7777777777777777,1
train,frame_00044966,images/train/frame_00044966.jpg,640,640,1.0,1
train,frame_00044976,images/train/frame_00044976.jpg,640,640,1.0,1
train,frame_00045179,images/train/frame_00045179.jpg,848,476,1.781512605042017,1
train,frame_00045489,images/train/frame_00045489.jpg,1280,700,1.8285714285714285,1
train,frame_00045520,images/train/frame_00045520.jpg,1280,700,1.8285714285714285,1
train,frame_00045742,images/train/frame_00045742.jpg,1280,720,1.7777777777777777,1
train,frame_00045916,images/train/frame_00045916.jpg,848,848,1.0,2
train,frame_00046557,images/train/frame_00046557.jpg,1920,1072,1.791044776119403,1
train,frame_00046594,images/train/frame_00046594.jpg,1280,720,1.7777777777777777,1
train,frame_00046891,images/train/frame_00046891.jpg,1280,720,1.7777777777777777,1
train,frame_00047012,images/train/frame_00047012.jpg,1280,720,1.7777777777777777,6
train,frame_00047089,images/train/frame_00047089.jpg,1280,720,1.7777777777777777,1
train,frame_00047659,images/train/frame_00047659.jpg,1280,720,1.7777777777777777,1
train,frame_00047710,images/train/frame_00047710.jpg,1920,1072,1.791044776119403,4
train,frame_00048008,images/train/frame_00048008.jpg,1920,1080,1.7777777777777777,1
train,frame_00048351,images/train/frame_00048351.jpg,1280,720,1.7777777777777777,1
train,frame_00048790,images/train/frame_00048790.jpg,464,848,0.5471698113207547,1
train,frame_00048877,images/train/frame_00048877.jpg,1280,720,1.7777777777777777,1
train,frame_00049059,images/train/frame_00049059.jpg,1280,720,1.7777777777777777,1
train,frame_00049234,images/train/frame_00049234.jpg,848,462,1.8354978354978355,2
train,frame_00049410,images/train/frame_00049410.jpg,1920,1072,1.791044776119403,1
train,frame_00049494,images/train/frame_00049494.jpg,848,636,1.3333333333333333,1
train,frame_00049630,images/train/frame_00049630.jpg,1920,1072,1.791044776119403,2
train,frame_00049632,images/train/frame_00049632.jpg,1920,1072,1.791044776119403,1
train,frame_00049696,images/train/frame_00049696.jpg,1280,688,1.8604651162790697,1
train,frame_00050175,images/train/frame_00050175.jpg,1280,720,1.7777777777777777,1
train,frame_00050368,images/train/frame_00050368.jpg,1920,1072,1.791044776119403,1
train,frame_00050510,images/train/frame_00050510.jpg,1920,1072,1.791044776119403,1
train,frame_00050527,images/train/frame_00050527.jpg,1920,1072,1.791044776119403,1
train,frame_00050560,images/train/frame_00050560.jpg,1920,1072,1.791044776119403,1
train,frame_00050685,images/train/frame_00050685.jpg,1280,720,1.7777777777777777,1
train,frame_00050753,images/train/frame_00050753.jpg,848,448,1.8928571428571428,1
train,frame_00051025,images/train/frame_00051025.jpg,1280,720,1.7777777777777777,1
train,frame_00051621,images/train/frame_00051621.jpg,1920,1080,1.7777777777777777,1
train,frame_00051653,images/train/frame_00051653.jpg,368,640,0.575,1
train,frame_00051794,images/train/frame_00051794.jpg,848,462,1.8354978354978355,4
train,frame_00051954,images/train/frame_00051954.jpg,640,548,1.167883211678832,1
train,frame_00051992,images/train/frame_00051992.jpg,1280,720,1.7777777777777777,1
train,frame_00052829,images/train/frame_00052829.jpg,1280,720,1.7777777777777777,1
train,frame_00052861,images/train/frame_00052861.jpg,1920,1072,1.791044776119403,1
train,frame_00052947,images/train/frame_00052947.jpg,1280,720,1.7777777777777777,1
train,frame_00053038,images/train/frame_00053038.jpg,1280,720,1.7777777777777777,1
train,frame_00053052,images/train/frame_00053052.jpg,848,446,1.9013452914798206,1
train,frame_00053075,images/train/frame_00053075.jpg,1280,720,1.7777777777777777,1
train,frame_00053200,images/train/frame_00053200.jpg,1280,720,1.7777777777777777,2
train,frame_00053267,images/train/frame_00053267.jpg,1280,720,1.7777777777777777,1
train,frame_00053662,images/train/frame_00053662.jpg,464,824,0.5631067961165048,1
train,frame_00053933,images/train/frame_00053933.jpg,1920,1072,1.791044776119403,1
train,frame_00053949,images/train/frame_00053949.jpg,1920,1072,1.791044776119403,1
train,frame_00054315,images/train/frame_00054315.jpg,1920,1072,1.791044776119403,1
train,frame_00054440,images/train/frame_00054440.jpg,1920,1072,1.791044776119403,8
train,frame_00055733,images/train/frame_00055733.jpg,1920,880,2.1818181818181817,1
train,frame_00055749,images/train/frame_00055749.jpg,1920,880,2.1818181818181817,1
train,frame_00056016,images/train/frame_00056016.jpg,1920,1072,1.791044776119403,1
train,frame_00056132,images/train/frame_00056132.jpg,1280,720,1.7777777777777777,1
train,frame_00056506,images/train/frame_00056506.jpg,1280,720,1.7777777777777777,4
train,frame_00056548,images/train/frame_00056548.jpg,1920,1080,1.7777777777777777,4
train,frame_00056710,images/train/frame_00056710.jpg,1920,1080,1.7777777777777777,1
train,frame_00057009,images/train/frame_00057009.jpg,848,476,1.781512605042017,1
train,frame_00057109,images/train/frame_00057109.jpg,640,384,1.6666666666666667,1
train,frame_00057173,images/train/frame_00057173.jpg,848,634,1.337539432176656,1
train,frame_00057576,images/train/frame_00057576.jpg,1280,720,1.7777777777777777,1
train,frame_00057706,images/train/frame_00057706.jpg,1280,720,1.7777777777777777,2
train,frame_00057889,images/train/frame_00057889.jpg,704,1280,0.55,1
train,frame_00057919,images/train/frame_00057919.jpg,1280,720,1.7777777777777777,2
train,frame_00058101,images/train/frame_00058101.jpg,1280,720,1.7777777777777777,1
train,frame_00058224,images/train/frame_00058224.jpg,1280,720,1.7777777777777777,2
train,frame_00058290,images/train/frame_00058290.jpg,1280,720,1.7777777777777777,3
train,frame_00058389,images/train/frame_00058389.jpg,1280,720,1.7777777777777777,3
train,frame_00058553,images/train/frame_00058553.jpg,848,480,1.7666666666666666,2
train,frame_00058774,images/train/frame_00058774.jpg,1280,720,1.7777777777777777,1
train,frame_00059306,images/train/frame_00059306.jpg,448,822,0.5450121654501217,1
train,frame_00059494,images/train/frame_00059494.jpg,1280,720,1.7777777777777777,1
train,frame_00059509,images/train/frame_00059509.jpg,1280,720,1.7777777777777777,1
train,frame_00059525,images/train/frame_00059525.jpg,1280,720,1.7777777777777777,1
train,frame_00059530,images/train/frame_00059530.jpg,1280,720,1.7777777777777777,1
train,frame_00059579,images/train/frame_00059579.jpg,1280,720,1.7777777777777777,1
train,frame_00059614,images/train/frame_00059614.jpg,1280,720,1.7777777777777777,8
train,frame_00059774,images/train/frame_00059774.jpg,1280,720,1.7777777777777777,1
train,frame_00059827,images/train/frame_00059827.jpg,848,464,1.8275862068965518,1
train,frame_00060082,images/train/frame_00060082.jpg,720,1280,0.5625,1
train,frame_00060251,images/train/frame_00060251.jpg,1280,720,1.7777777777777777,1
train,frame_00060345,images/train/frame_00060345.jpg,1280,720,1.7777777777777777,1
train,frame_00060473,images/train/frame_00060473.jpg,640,374,1.7112299465240641,1
train,frame_00060704,images/train/frame_00060704.jpg,1280,720,1.7777777777777777,1
train,frame_00061155,images/train/frame_00061155.jpg,560,848,0.660377358490566,1
train,frame_00061372,images/train/frame_00061372.jpg,1280,720,1.7777777777777777,1
train,frame_00061476,images/train/frame_00061476.jpg,1280,720,1.7777777777777777,1
train,frame_00061608,images/train/frame_00061608.jpg,1024,1280,0.8,1
train,frame_00062025,images/train/frame_00062025.jpg,1920,1080,1.7777777777777777,1
train,frame_00062292,images/train/frame_00062292.jpg,720,1280,0.5625,2
train,frame_00062553,images/train/frame_00062553.jpg,1280,720,1.7777777777777777,1
train,frame_00062877,images/train/frame_00062877.jpg,720,1280,0.5625,1
train,frame_00063012,images/train/frame_00063012.jpg,848,368,2.3043478260869565,1
train,frame_00063077,images/train/frame_00063077.jpg,448,822,0.5450121654501217,1
train,frame_00063422,images/train/frame_00063422.jpg,1280,720,1.7777777777777777,1
train,frame_00063435,images/train/frame_00063435.jpg,1280,720,1.7777777777777777,1
train,frame_00063615,images/train/frame_00063615.jpg,1280,720,1.7777777777777777,1
train,frame_00063680,images/train/frame_00063680.jpg,1072,1904,0.5630252100840336,2
train,frame_00064084,images/train/frame_00064084.jpg,704,1280,0.55,1
train,frame_00064152,images/train/frame_00064152.jpg,720,1280,0.5625,1
train,frame_00064280,images/train/frame_00064280.jpg,848,480,1.7666666666666666,1
train,frame_00064516,images/train/frame_00064516.jpg,1280,720,1.7777777777777777,1
train,frame_00064561,images/train/frame_00064561.jpg,1280,720,1.7777777777777777,6
train,frame_00064564,images/train/frame_00064564.jpg,1280,720,1.7777777777777777,8
train,frame_00064624,images/train/frame_00064624.jpg,1280,720,1.7777777777777777,1
train,frame_00064813,images/train/frame_00064813.jpg,1280,720,1.7777777777777777,2
train,frame_00065054,images/train/frame_00065054.jpg,848,578,1.467128027681661,1
train,frame_00065073,images/train/frame_00065073.jpg,1280,720,1.7777777777777777,1
train,frame_00065128,images/train/frame_00065128.jpg,1280,720,1.7777777777777777,3
train,frame_00065135,images/train/frame_00065135.jpg,1280,720,1.7777777777777777,1
train,frame_00065202,images/train/frame_00065202.jpg,720,1280,0.5625,1
train,frame_00065356,images/train/frame_00065356.jpg,1280,720,1.7777777777777777,1
train,frame_00065370,images/train/frame_00065370.jpg,1280,720,1.7777777777777777,2
train,frame_00065451,images/train/frame_00065451.jpg,1280,720,1.7777777777777777,1
train,frame_00065459,images/train/frame_00065459.jpg,848,466,1.8197424892703862,1
train,frame_00065747,images/train/frame_00065747.jpg,848,464,1.8275862068965518,1
train,frame_00065789,images/train/frame_00065789.jpg,640,406,1.5763546798029557,3
train,frame_00065831,images/train/frame_00065831.jpg,464,848,0.5471698113207547,1
train,frame_00065994,images/train/frame_00065994.jpg,848,474,1.7890295358649788,1
