split,relative_stem,class_id,class_name,box_width,box_height,box_area
train,frame_00009223,1,soldier,0.184375,0.628378,0.11585719375
train,frame_00009223,1,soldier,0.18125,0.689189,0.12491550625
train,frame_00009223,1,soldier,0.166406,0.633446,0.10540921507599998
train,frame_00009223,1,soldier,0.150781,0.814189,0.122764231609
train,frame_00009841,0,vehicle,0.017188,0.035473,0.0006097099239999999
train,frame_00009841,0,vehicle,0.014844,0.038851,0.0005767042439999999
train,frame_00009900,0,vehicle,0.03125,0.043919,0.00137246875
train,frame_00009900,0,vehicle,0.032031,0.055743,0.001785504033
train,frame_00009900,0,vehicle,0.03125,0.050676,0.001583625
train,frame_00010396,1,soldier,0.310156,0.748311,0.23209314651599997
train,frame_00010396,1,soldier,0.247656,0.939189,0.232595790984
train,frame_00010475,0,vehicle,0.019531,0.021959,0.000428881229
train,frame_00010475,0,vehicle,0.017969,0.032095,0.0005767150549999999
train,frame_00010841,1,soldier,0.075781,0.066667,0.005052091927
train,frame_00011355,1,soldier,0.285156,0.4,0.11406240000000001
train,frame_00011398,1,soldier,0.467969,0.644444,0.301579814236
train,frame_00011405,1,soldier,0.161719,0.431944,0.069853551736
train,frame_00011540,1,soldier,0.065625,0.090278,0.00592449375
train,frame_00011549,1,soldier,0.151562,0.144444,0.021892221527999998
train,frame_00011635,1,soldier,0.632031,0.8875,0.5609275125
train,frame_00011804,1,soldier,0.095312,0.115278,0.010987376736
train,frame_00011911,1,soldier,0.0625,0.1875,0.01171875
train,frame_00011996,0,vehicle,0.021875,0.038889,0.0008506968749999999
train,frame_00011996,0,vehicle,0.020313,0.033333,0.0006770932290000001
train,frame_00012481,0,vehicle,0.197656,0.531944,0.10514192326399999
train,frame_00012559,0,vehicle,0.199219,0.6375,0.1270021125
train,frame_00012609,0,vehicle,0.505469,0.486111,0.245714041059
train,frame_00012609,0,vehicle,0.226562,0.244444,0.055381721528
train,frame_00012770,0,vehicle,0.226562,0.305556,0.069227378472
train,frame_00012920,0,vehicle,0.271094,0.656944,0.178093576736
train,frame_00013064,1,soldier,0.089623,0.335498,0.030068337254
train,frame_00013244,1,soldier,0.202344,0.137784,0.027879765695999998
train,frame_00013244,0,vehicle,0.840625,0.485795,0.408371421875
train,frame_00013244,1,soldier,0.189062,0.159091,0.030078062642000004
train,frame_00013807,1,soldier,0.026562,0.043056,0.001143653472
train,frame_00014295,1,soldier,0.4,0.44403,0.177612
train,frame_00014295,1,soldier,0.553646,0.30597,0.16939906662
train,frame_00014349,1,soldier,0.423958,0.334888,0.141978446704
train,frame_00014435,1,soldier,0.280208,0.541045,0.15160513736
train,frame_00014435,1,soldier,0.146875,0.484142,0.07110835625
train,frame_00014445,1,soldier,0.28125,0.780784,0.2195955
train,frame_00014473,1,soldier,0.071875,0.149254,0.01072763125
train,frame_00014473,1,soldier,0.06875,0.068097,0.00468166875
train,frame_00014536,1,soldier,0.314583,0.593284,0.18663706057200002
train,frame_00014536,1,soldier,0.170313,0.459888,0.078324904944
train,frame_00014766,0,vehicle,0.128906,0.330556,0.042610651735999996
train,frame_00015518,0,vehicle,0.094531,0.191667,0.018118473177
train,frame_00015540,0,vehicle,0.1375,0.191667,0.0263542125
train,frame_00015824,1,soldier,0.207813,0.369382,0.076762381566
train,frame_00015933,1,soldier,0.332031,0.426389,0.141574366059
train,frame_00016222,1,soldier,0.20625,0.805556,0.166145925
train,frame_00016222,1,soldier,0.049479,0.200926,0.009941617554
train,frame_00016584,0,vehicle,0.050781,0.073611,0.003738040191
train,frame_00017205,1,soldier,0.041406,0.174716,0.007234290696
train,frame_00017220,1,soldier,0.057031,0.09517,0.00542764027
train,frame_00017415,1,soldier,0.019271,0.089552,0.0017257565920000002
train,frame_00017415,1,soldier,0.022917,0.092351,0.002116407867
train,frame_00017468,1,soldier,0.031771,0.085821,0.002726618991
train,frame_00017468,1,soldier,0.022396,0.064366,0.001441540936
train,frame_00017468,1,soldier,0.051562,0.061567,0.0031745176539999995
train,frame_00017468,1,soldier,0.017188,0.07556,0.0012987252799999999
train,frame_00017468,1,soldier,0.01875,0.070896,0.0013293
train,frame_00017469,1,soldier,0.023438,0.070896,0.001661660448
train,frame_00017469,1,soldier,0.023438,0.074627,0.001749107626
train,frame_00017469,1,soldier,0.025521,0.073694,0.0018807445739999998
train,frame_00017469,1,soldier,0.027083,0.083955,0.002273753265
train,frame_00017469,1,soldier,0.036458,0.092351,0.003366932758
train,frame_00017469,1,soldier,0.039062,0.100746,0.003935340252
train,frame_00017469,1,soldier,0.041146,0.102612,0.004222073352
train,frame_00017488,1,soldier,0.184375,0.272388,0.0502215375
train,frame_00017488,1,soldier,0.19375,0.385261,0.07464431875000001
train,frame_00017488,1,soldier,0.101562,0.354478,0.036001494636000005
train,frame_00017994,1,soldier,0.060156,0.130556,0.007853726736
train,frame_00018120,1,soldier,0.339062,0.534722,0.181303910764
train,frame_00018129,1,soldier,0.122656,0.276389,0.033900769184
train,frame_00018211,0,vehicle,0.098437,0.211111,0.020781133506999998
train,frame_00018211,0,vehicle,0.150781,0.244444,0.036857510764
train,frame_00018366,0,vehicle,0.029687,0.031944,0.0009483215280000001
train,frame_00018366,0,vehicle,0.039062,0.056944,0.002224346528
train,frame_00018366,0,vehicle,0.040625,0.051389,0.002087678125
train,frame_00018366,0,vehicle,0.042188,0.034722,0.0014648517360000002
train,frame_00018603,0,vehicle,0.053125,0.101389,0.005386290625
train,frame_00018920,1,soldier,0.275781,0.486111,0.134060177691
train,frame_00019069,0,vehicle,0.151562,0.108491,0.016443112942
train,frame_00019269,0,vehicle,0.047656,0.084722,0.004037511632
train,frame_00019368,0,vehicle,0.053125,0.075,0.003984375
train,frame_00019368,0,vehicle,0.054688,0.058333,0.0031901151040000003
train,frame_00019818,0,vehicle,0.058594,0.058333,0.0034179638020000003
train,frame_00019818,0,vehicle,0.049219,0.059722,0.002939457118
train,frame_00019818,0,vehicle,0.048438,0.066667,0.0032292161460000003
train,frame_00019818,0,vehicle,0.044531,0.061111,0.002721333941
train,frame_00019917,1,soldier,0.250781,0.292899,0.073453504119
train,frame_00020225,1,soldier,0.415179,0.419512,0.174172572648
train,frame_00020347,1,soldier,0.421875,0.419512,0.176981625
train,frame_00020347,1,soldier,0.580357,0.179268,0.104039438676
train,frame_00020553,1,soldier,0.017969,0.049716,0.000893346804
train,frame_00020553,1,soldier,0.0125,0.048295,0.0006036875000000001
train,frame_00020553,1,soldier,0.011719,0.044034,0.000516034446
train,frame_00020553,1,soldier,0.007812,0.046875,0.00036618750000000003
train,frame_00020553,1,soldier,0.013281,0.046875,0.0006225468749999999
train,frame_00020553,1,soldier,0.014063,0.042614,0.000599280682
train,frame_00020553,1,soldier,0.0125,0.051136,0.0006392
train,frame_00020553,1,soldier,0.014063,0.056818,0.0007990315340000001
train,frame_00020553,1,soldier,0.019531,0.051136,0.000998737216
train,frame_00020564,0,vehicle,0.085156,0.09375,0.007983375
train,frame_00020630,0,vehicle,0.324128,0.113281,0.036717543968000005
train,frame_00021002,0,vehicle,0.032031,0.036111,0.0011566714409999997
train,frame_00021002,0,vehicle,0.028906,0.040278,0.001164275868
train,frame_00021002,0,vehicle,0.028906,0.036111,0.001043824566
train,frame_00021186,1,soldier,0.017188,0.055556,0.000954896528
train,frame_00021186,1,soldier,0.022656,0.052778,0.0011957383679999998
train,frame_00021186,0,vehicle,0.078125,0.095833,0.007486953125
train,frame_00021236,0,vehicle,0.134375,0.169444,0.022769037500000002
train,frame_00021416,1,soldier,0.734722,0.307812,0.22615624826399996
train,frame_00021416,1,soldier,0.538889,0.274219,0.14777360269099998
train,frame_00021561,1,soldier,0.133594,0.358333,0.047871138802
train,frame_00021561,1,soldier,0.102344,0.252778,0.025870311632
train,frame_00021586,1,soldier,0.057813,0.148611,0.008591647743000001
train,frame_00021586,1,soldier,0.0625,0.1875,0.01171875
train,frame_00021586,1,soldier,0.108594,0.125,0.01357425
train,frame_00021587,1,soldier,0.053125,0.105556,0.0056076625
train,frame_00021587,1,soldier,0.069531,0.116667,0.008111973177
train,frame_00021587,1,soldier,0.06875,0.086111,0.00592013125
train,frame_00021677,1,soldier,0.125521,0.207407,0.026033934047
train,frame_00021677,1,soldier,0.125521,0.25,0.03138025
train,frame_00021679,1,soldier,0.121354,0.217593,0.026405780922
train,frame_00021679,1,soldier,0.122396,0.246296,0.030145645216
train,frame_00021682,1,soldier,0.058333,0.10463,0.00610338179
train,frame_00021682,1,soldier,0.052604,0.093519,0.004919473476
train,frame_00021944,1,soldier,0.069531,0.079167,0.005504560677
train,frame_00021944,1,soldier,0.103125,0.091667,0.009453159374999999
train,frame_00021944,1,soldier,0.086719,0.155556,0.013489660764000001
train,frame_00021944,1,soldier,0.05625,0.130556,0.007343775
train,frame_00022612,1,soldier,0.15684,0.12234,0.0191878056
train,frame_00022735,1,soldier,0.080469,0.292614,0.023546355966
train,frame_00023021,0,vehicle,0.060142,0.066667,0.004009486714
train,frame_00023071,1,soldier,0.184375,0.620833,0.114466084375
train,frame_00023735,1,soldier,0.04717,0.107143,0.0050539353099999995
train,frame_00025276,0,vehicle,0.141406,0.198611,0.028084787066
train,frame_00025389,1,soldier,0.122396,0.282649,0.034595107004
train,frame_00025782,0,vehicle,0.038281,0.1,0.0038281000000000005
train,frame_00025997,0,vehicle,0.128125,0.137784,0.017653574999999998
train,frame_00025997,1,soldier,0.028125,0.106534,0.0029962687500000003
train,frame_00026755,0,vehicle,0.04375,0.048828,0.002136225
train,frame_00026755,0,vehicle,0.051562,0.079102,0.004078657324
train,frame_00026913,1,soldier,0.139583,0.43097,0.060156085510000006
train,frame_00026913,1,soldier,0.347917,0.275187,0.095742235479
train,frame_00026975,1,soldier,0.121094,0.259669,0.031444357885999995
train,frame_00026975,1,soldier,0.141406,0.212707,0.030078046042
train,frame_00027303,1,soldier,0.1875,0.354978,0.066558375
train,frame_00027303,1,soldier,0.040094,0.032468,0.001301771992
train,frame_00027303,1,soldier,0.274764,0.222944,0.061256985216
train,frame_00027724,0,vehicle,0.378906,0.47017,0.17815023402
train,frame_00027733,1,soldier,0.207813,0.440278,0.091495492014
train,frame_00027937,1,soldier,0.255729,0.75603,0.19333879587
train,frame_00028443,1,soldier,0.072656,0.143056,0.010393876735999999
train,frame_00028548,1,soldier,0.190625,0.465278,0.08869361875
train,frame_00028681,1,soldier,0.033594,0.113889,0.003825987066
train,frame_00029189,0,vehicle,0.135937,0.116667,0.015859361979
train,frame_00029189,0,vehicle,0.115625,0.176389,0.020394978125
train,frame_00029189,0,vehicle,0.135156,0.2,0.027031200000000002
train,frame_00029462,0,vehicle,0.294792,0.639925,0.18864477059999998
train,frame_00030283,1,soldier,0.382812,0.848611,0.324858474132
train,frame_00030283,1,soldier,0.09375,0.325,0.030468750000000003
train,frame_00030536,1,soldier,0.030469,0.1,0.0030469
train,frame_00030585,0,vehicle,0.165625,0.150552,0.024935174999999997
train,frame_00030901,1,soldier,0.044792,0.1,0.0044792
train,frame_00030901,1,soldier,0.053646,0.101852,0.0054639523919999995
train,frame_00030901,1,soldier,0.04375,0.111111,0.0048611062499999995
train,frame_00031114,1,soldier,0.279167,0.272656,0.076116557552
train,frame_00031114,1,soldier,0.609722,0.364063,0.22197722048600002
train,frame_00031477,1,soldier,0.078125,0.319963,0.024997109375
train,frame_00031477,1,soldier,0.107813,0.272388,0.029366967444000004
train,frame_00031717,0,vehicle,0.08125,0.118056,0.00959205
train,frame_00031717,0,vehicle,0.114844,0.136111,0.015631531684000003
train,frame_00031717,0,vehicle,0.065625,0.125,0.008203125
train,frame_00032060,1,soldier,0.041406,0.061111,0.0025303620659999997
train,frame_00032060,1,soldier,0.023438,0.066667,0.001562541146
train,frame_00032060,1,soldier,0.030469,0.076389,0.002327496441
train,frame_00032083,0,vehicle,0.044531,0.052778,0.002350257118
train,frame_00032100,0,vehicle,0.157031,0.175,0.027480425
train,frame_00032443,0,vehicle,0.036719,0.040365,0.001482162435
train,frame_00032443,0,vehicle,0.029687,0.040365,0.001198315755
train,frame_00032443,0,vehicle,0.032031,0.039062,0.001251194922
train,frame_00032443,0,vehicle,0.045312,0.053385,0.00241898112
train,frame_00032469,1,soldier,0.017188,0.047222,0.0008116517359999999
train,frame_00032469,0,vehicle,0.035937,0.059722,0.0021462295139999996
train,frame_00032469,0,vehicle,0.040625,0.070833,0.002877590625
train,frame_00032899,1,soldier,0.227344,0.954167,0.21692414244799998
train,frame_00033156,1,soldier,0.084375,0.140625,0.011865234375
train,frame_00033291,1,soldier,0.206771,0.255597,0.052850047287000004
train,frame_00033502,0,vehicle,0.130896,0.15,0.0196344
train,frame_00033612,0,vehicle,0.119531,0.244444,0.029218635764
train,frame_00033643,0,vehicle,0.1,0.106944,0.0106944
train,frame_00034533,1,soldier,0.021354,0.047222,0.0010083785880000001
train,frame_00034533,1,soldier,0.017188,0.030556,0.000525196528
train,frame_00034688,1,soldier,0.063021,0.078704,0.004960004783999999
train,frame_00034688,1,soldier,0.036458,0.058333,0.0021267045139999998
train,frame_00034736,1,soldier,0.040104,0.085185,0.00341625924
train,frame_00034736,1,soldier,0.042188,0.078704,0.003320364352
train,frame_00034736,1,soldier,0.039062,0.065741,0.002567974942
train,frame_00034736,1,soldier,0.029687,0.067593,0.002006633391
train,frame_00034736,1,soldier,0.030208,0.056481,0.001706178048
train,frame_00034929,1,soldier,0.307031,0.208564,0.064035613484
train,frame_00035557,1,soldier,0.030208,0.028704,0.000867090432
train,frame_00035557,1,soldier,0.031771,0.043519,0.0013826421490000002
train,frame_00035557,1,soldier,0.032292,0.040741,0.001315608372
train,frame_00035557,1,soldier,0.032292,0.027778,0.0008970071760000001
train,frame_00035670,1,soldier,0.280208,0.59537,0.16682743696
train,frame_00036298,0,vehicle,0.238281,0.258333,0.06155584557299999
train,frame_00036385,0,vehicle,0.492188,0.386111,0.190039200868
train,frame_00036385,1,soldier,0.121875,0.238889,0.029114596875
train,frame_00036678,1,soldier,0.145313,0.663889,0.096471702257
train,frame_00036777,0,vehicle,0.161719,0.338889,0.054804790191
train,frame_00037651,0,vehicle,0.05625,0.075,0.00421875
train,frame_00037651,0,vehicle,0.075781,0.080556,0.006104614236
train,frame_00037651,0,vehicle,0.069531,0.098611,0.0068565214409999995
train,frame_00037714,0,vehicle,0.077083,0.117537,0.009060104571
train,frame_00037748,0,vehicle,0.04375,0.077778,0.0034027874999999997
train,frame_00037748,1,soldier,0.010417,0.023148,0.00024113271599999995
train,frame_00037748,1,soldier,0.007812,0.025,0.00019530000000000003
train,frame_00037748,1,soldier,0.008854,0.027778,0.000245946412
train,frame_00037748,1,soldier,0.010937,0.030556,0.000334190972
train,frame_00037748,1,soldier,0.010417,0.024074,0.000250778858
train,frame_00037748,1,soldier,0.013542,0.022222,0.000300930324
train,frame_00037748,1,soldier,0.011979,0.023148,0.00027728989199999997
train,frame_00037748,1,soldier,0.010937,0.023148,0.000253169676
train,frame_00037748,0,vehicle,0.064062,0.071296,0.004567364351999999
train,frame_00037748,1,soldier,0.0125,0.036111,0.0004513875
train,frame_00037824,1,soldier,0.349057,0.294118,0.102663946726
train,frame_00038178,0,vehicle,0.024764,0.036797,0.0009112409080000002
train,frame_00038178,0,vehicle,0.027123,0.04329,0.00117415467
train,frame_00038384,0,vehicle,0.096875,0.173611,0.016818565625
train,frame_00038664,1,soldier,0.076563,0.142593,0.010917347859
train,frame_00038905,1,soldier,0.105469,0.106944,0.011279276735999998
train,frame_00038983,1,soldier,0.016406,0.030556,0.000501301736
train,frame_00038983,1,soldier,0.017188,0.031944,0.0005490534719999999
train,frame_00038983,1,soldier,0.017969,0.031944,0.000574001736
train,frame_00038983,1,soldier,0.015625,0.027778,0.00043403125
train,frame_00038983,1,soldier,0.017188,0.031944,0.0005490534719999999
train,frame_00039217,1,soldier,0.693878,0.433333,0.300680235374
train,frame_00039479,1,soldier,0.254688,0.616667,0.157057684896
train,frame_00039488,1,soldier,0.135156,0.636111,0.085974218316
train,frame_00039488,1,soldier,0.211719,0.5125,0.10850598749999998
train,frame_00039697,0,vehicle,0.617188,0.206522,0.127462900136
train,frame_00039823,1,soldier,0.176136,0.168269,0.029638228583999997
train,frame_00040208,0,vehicle,0.064844,0.094444,0.006124126736
train,frame_00040718,1,soldier,0.0625,0.154167,0.0096354375
train,frame_00041135,1,soldier,0.532031,0.8,0.4256248
train,frame_00041135,1,soldier,0.219531,0.955556,0.20977416423599998
train,frame_00041427,1,soldier,0.803125,0.748134,0.6008451187499999
train,frame_00041622,0,vehicle,0.325781,0.476389,0.155198484809
train,frame_00041838,1,soldier,0.311719,0.613372,0.19119970646800002
train,frame_00041838,0,vehicle,0.115625,0.389535,0.045039984375
train,frame_00041907,0,vehicle,0.053906,0.133333,0.007187448698000001
train,frame_00041907,0,vehicle,0.045312,0.163889,0.007426138368
train,frame_00041907,0,vehicle,0.035156,0.122222,0.004296836632
train,frame_00041917,0,vehicle,0.05625,0.140278,0.0078906375
train,frame_00042025,0,vehicle,0.289062,0.354167,0.102376221354
train,frame_00042349,0,vehicle,0.171875,0.141667,0.024349015624999998
train,frame_00042611,1,soldier,0.077344,0.216667,0.016757892447999998
train,frame_00042611,1,soldier,0.088281,0.141667,0.012506504427
train,frame_00043047,1,soldier,0.135937,0.665741,0.09049883431700001
train,frame_00043047,1,soldier,0.125,0.427778,0.05347225
train,frame_00043047,1,soldier,0.157292,0.471296,0.07413109043199999
train,frame_00043368,1,soldier,0.507812,0.380597,0.19327172376400004
train,frame_00043377,1,soldier,0.201563,0.482276,0.097208997388
train,frame_00043774,1,soldier,0.467969,0.802083,0.375349979427
train,frame_00043867,0,vehicle,0.29375,0.406077,0.11928511875000002
train,frame_00043948,1,soldier,0.142708,0.36847,0.05258361676
train,frame_00044182,1,soldier,0.050708,0.094937,0.004814065396
train,frame_00044182,1,soldier,0.080189,0.07173,0.0057519569699999995
train,frame_00044182,1,soldier,0.095519,0.059072,0.005642498368
train,frame_00044182,1,soldier,0.058962,0.101266,0.005970845892
train,frame_00044313,1,soldier,0.379688,0.623148,0.23660181782400003
train,frame_00044617,1,soldier,0.090625,0.296296,0.026851825
train,frame_00044762,1,soldier,0.270833,0.665741,0.180304632253
train,frame_00044966,0,vehicle,0.309375,0.335938,0.10393081875000001
train,frame_00044976,0,vehicle,0.107813,0.1625,0.0175196125
train,frame_00045489,1,soldier,0.085938,0.197143,0.016942075134
train,frame_00045520,1,soldier,0.209375,0.587143,0.12293306562499999
train,frame_00045916,1,soldier,0.305425,0.357311,0.10913171217499999
train,frame_00046557,1,soldier,0.103125,0.126866,0.01308305625
train,frame_00046594,1,soldier,0.115625,0.241667,0.027942746875
train,frame_00047012,1,soldier,0.025781,0.051389,0.0013248598089999999
train,frame_00047012,1,soldier,0.022656,0.054167,0.0012272075519999999
train,frame_00047012,1,soldier,0.027344,0.072222,0.001974838368
train,frame_00047012,1,soldier,0.032031,0.038889,0.001245653559
train,frame_00047012,1,soldier,0.027344,0.065278,0.0017849616320000001
train,frame_00047012,1,soldier,0.023438,0.055556,0.0013021215280000001
train,frame_00047089,1,soldier,0.342969,0.865278,0.29676353038200004
train,frame_00047659,1,soldier,0.233594,0.266667,0.062291811197999994
train,frame_00047710,1,soldier,0.031771,0.102612,0.003260085852
train,frame_00047710,1,soldier,0.029167,0.106343,0.003101706281
train,frame_00047710,1,soldier,0.026562,0.095149,0.0025273477379999998
train,frame_00047710,1,soldier,0.017188,0.084888,0.001459054944
train,frame_00048008,0,vehicle,0.533333,0.342593,0.18271615246899997
train,frame_00048351,1,soldier,0.154688,0.370833,0.057363415104000004
train,frame_00048877,1,soldier,0.174219,0.606944,0.10574117673600002
train,frame_00049234,1,soldier,0.367925,0.627706,0.23094873005
train,frame_00049234,1,soldier,0.212264,0.619048,0.13140160467200002
train,frame_00049410,0,vehicle,0.172396,0.145522,0.025087410712
train,frame_00049494,1,soldier,0.069575,0.124214,0.00864218905
train,frame_00049630,1,soldier,0.119792,0.240672,0.028830580223999997
train,frame_00049630,1,soldier,0.16875,0.229478,0.0387244125
train,frame_00049632,1,soldier,0.173437,0.343284,0.059538147108
train,frame_00049696,0,vehicle,0.063281,0.087209,0.005518672729
train,frame_00050368,1,soldier,0.033333,0.109142,0.003638030286
train,frame_00050510,1,soldier,0.652083,0.804104,0.524342548632
train,frame_00050527,1,soldier,0.215104,0.471082,0.101331622528
train,frame_00050560,1,soldier,0.492188,0.537313,0.26445901084400003
train,frame_00050685,1,soldier,0.225781,0.273611,0.061776165191
train,frame_00050753,1,soldier,0.28184,0.787946,0.22207470063999998
train,frame_00051025,1,soldier,0.028906,0.086111,0.002489124566
train,frame_00051621,1,soldier,0.157812,0.459259,0.072476581308
train,frame_00051653,1,soldier,0.508152,0.514062,0.261221633424
train,frame_00051794,1,soldier,0.027123,0.056277,0.001526401071
train,frame_00051794,1,soldier,0.034198,0.064935,0.00222064713
train,frame_00051794,1,soldier,0.027123,0.047619,0.001291570137
train,frame_00051794,0,vehicle,0.075472,0.077922,0.005880929184
train,frame_00052861,1,soldier,0.057292,0.148321,0.008497606732
train,frame_00052947,1,soldier,0.127344,0.733333,0.09338555755200001
train,frame_00053038,0,vehicle,0.203125,0.334722,0.06799040625000001
train,frame_00053052,1,soldier,0.268868,0.484305,0.13021411674
train,frame_00053200,0,vehicle,0.030469,0.031944,0.000973301736
train,frame_00053267,0,vehicle,0.208594,0.413889,0.086334762066
train,frame_00053662,1,soldier,0.62931,0.566748,0.35666018388000004
train,frame_00053933,0,vehicle,0.089063,0.136194,0.012129846222000001
train,frame_00054315,0,vehicle,0.077604,0.132463,0.010279658652000001
train,frame_00054440,0,vehicle,0.141667,0.130597,0.018501285198999996
train,frame_00054440,1,soldier,0.034375,0.051306,0.00176364375
train,frame_00054440,1,soldier,0.026042,0.072761,0.001894841962
train,frame_00054440,1,soldier,0.054688,0.045709,0.002499733792
train,frame_00054440,1,soldier,0.048438,0.051306,0.002485160028
train,frame_00054440,1,soldier,0.038021,0.055037,0.002092561777
train,frame_00054440,1,soldier,0.032813,0.044776,0.0014692348880000002
train,frame_00054440,1,soldier,0.03125,0.041978,0.0013118125
train,frame_00055749,1,soldier,0.089583,0.335227,0.030030640341
train,frame_00056132,1,soldier,0.586719,0.398611,0.23387264730899998
train,frame_00056506,1,soldier,0.030469,0.127778,0.003893267882
train,frame_00056506,1,soldier,0.032031,0.108333,0.0034700143229999996
train,frame_00056506,1,soldier,0.041406,0.151389,0.006268412934
train,frame_00056506,1,soldier,0.034375,0.130556,0.0044878625
train,frame_00056548,1,soldier,0.070833,0.181481,0.012854843672999999
train,frame_00056548,1,soldier,0.054688,0.15,0.008203199999999999
train,frame_00056548,1,soldier,0.071354,0.122222,0.008721028588
train,frame_00056548,1,soldier,0.055208,0.134259,0.007412170871999999
train,frame_00057109,1,soldier,0.190625,0.315104,0.060066699999999994
train,frame_00057173,1,soldier,0.020047,0.0347,0.0006956309
train,frame_00057919,0,vehicle,0.08125,0.091667,0.00744794375
train,frame_00057919,0,vehicle,0.053125,0.058333,0.0030989406250000002
train,frame_00058101,1,soldier,0.1125,0.104167,0.0117187875
train,frame_00058224,1,soldier,0.046094,0.131944,0.006081826736000001
train,frame_00058224,1,soldier,0.057813,0.098611,0.005700997743
train,frame_00058290,1,soldier,0.030469,0.094444,0.002877614236
train,frame_00058290,1,soldier,0.025,0.094444,0.0023611
train,frame_00058290,1,soldier,0.028125,0.094444,0.0026562375000000003
train,frame_00058389,1,soldier,0.109375,0.516667,0.056510453125
train,frame_00058389,1,soldier,0.123438,0.5125,0.063261975
train,frame_00058389,1,soldier,0.042969,0.223611,0.009608341059
train,frame_00058553,1,soldier,0.207547,0.391667,0.081289310849
train,frame_00058553,1,soldier,0.213443,0.3125,0.0667009375
train,frame_00058774,1,soldier,0.255469,0.334722,0.08551109461800001
train,frame_00059525,1,soldier,0.086719,0.315278,0.027340592882
train,frame_00059530,1,soldier,0.19375,0.618056,0.11974835000000002
train,frame_00059579,0,vehicle,0.088281,0.075,0.006621075
train,frame_00059614,0,vehicle,0.057813,0.079167,0.0045768817710000005
train,frame_00059614,0,vehicle,0.045312,0.065278,0.002957876736
train,frame_00059614,1,soldier,0.011719,0.0375,0.0004394625
train,frame_00059614,1,soldier,0.019531,0.038889,0.000759541059
train,frame_00059614,1,soldier,0.014063,0.040278,0.000566429514
train,frame_00059614,1,soldier,0.015625,0.038889,0.000607640625
train,frame_00059614,1,soldier,0.015625,0.038889,0.000607640625
train,frame_00059614,0,vehicle,0.058594,0.098611,0.0057780129340000005
train,frame_00059827,1,soldier,0.258255,0.663793,0.171427861215
train,frame_00060082,1,soldier,0.380556,0.617188,0.234874596528
